FF 51 03 07 A1 20,C major
FF 58 04 04 02 18 08,C major
FF 01 18 68 61 72 70 73 69 63 68 6F 72 64 3A 20 4A 6F 68 6E 20 53 61 6E 6B 65 79,C major
C0 06,C major
9B 46 7F,g minor
84 34 7F,g minor,0.225260416667
92 32 7F,g minor,0.00520833333333
8B 46 7F,g minor,0.153645833333
82 32 7F,g minor,0.0716145833333
9A 39 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 39 7F,g minor,0.225260416667
97 37 7F,g minor,0.00520833333333
8A 45 7F,g minor,0.213541666667
87 37 7F,g minor,0.01171875
95 35 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.109375
91 49 7F,g minor,0.0078125
85 35 7F,g minor,0.108072916667
81 49 7F,g minor,0.00130208333333
9A 39 7F,g minor,0.00520833333333
92 4A 7F,g minor
8A 39 7F,g minor,0.225260416667
97 37 7F,g minor,0.00520833333333
87 37 7F,g minor,0.225260416667
95 35 7F,g minor,0.0078125
82 4A 7F,g minor,0.223958333333
85 35 7F,g minor,0.00130208333333
94 34 7F,g minor,0.00520833333333
91 49 7F,g minor
84 34 7F,g minor,0.225260416667
97 37 7F,g minor,0.00520833333333
81 49 7F,g minor,0.178385416667
87 37 7F,g minor,0.046875
95 35 7F,g minor,0.00651041666667
9A 45 7F,g minor
85 35 7F,g minor,0.225260416667
94 34 7F,g minor,0.00520833333333
8A 45 7F,g minor,0.21875
84 34 7F,g minor,0.00651041666667
92 32 7F,g minor,0.00651041666667
95 4D 7F,g minor
85 4D 7F,g minor,0.109375
94 4C 7F,g minor,0.00651041666667
84 4C 7F,g minor,0.109375
82 32 7F,g minor
95 35 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 35 7F,g minor,0.225260416667
94 34 7F,g minor,0.00651041666667
84 34 7F,g minor,0.225260416667
92 32 7F,g minor,0.00651041666667
85 4D 7F,g minor,0.223958333333
82 32 7F,g minor,0.00130208333333
91 31 7F,g minor,0.00520833333333
94 4C 7F,g minor
81 31 7F,g minor,0.225260416667
94 34 7F,g minor,0.00651041666667
84 4C 7F,g minor,0.177083333333
84 34 7F,g minor,0.0481770833333
92 32 7F,g minor,0.00520833333333
9A 45 7F,g minor
82 32 7F,g minor,0.225260416667
94 34 7F,g minor,0.00651041666667
8A 45 7F,g minor,0.200520833333
84 34 7F,g minor,0.0247395833333
95 35 7F,g minor,0.00520833333333
9A 51 7F,g minor
8A 51 7F,g minor,0.109375
97 4F 7F,g minor,0.00651041666667
87 4F 7F,g minor,0.109375
85 35 7F,g minor
92 32 7F,g minor,0.00520833333333
9A 51 7F,g minor
82 32 7F,g minor,0.225260416667
97 37 7F,g minor,0.00651041666667
87 37 7F,g minor,0.225260416667
9A 39 7F,g minor,0.00651041666667
8A 51 7F,g minor,0.190104166667
8A 39 7F,g minor,0.03515625
9B 3A 7F,g minor,0.00651041666667
97 4F 7F,g minor
8B 3A 7F,g minor,0.225260416667
97 37 7F,g minor,0.00520833333333
87 37 7F,g minor,0.225260416667
91 3D 7F,g minor,0.00520833333333
81 3D 7F,g minor,0.225260416667
9A 39 7F,g minor,0.00651041666667
8A 39 7F,g minor,0.225260416667
87 4F 7F,g minor
9C 3B 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
8C 3B 7F,g minor
91 3D 7F,g minor,0.00651041666667
94 4C 7F,g minor
84 4C 7F,g minor,0.225260416667
81 3D 7F,g minor
92 3E 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
82 3E 7F,g minor
95 35 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
85 35 7F,g minor
97 37 7F,g minor,0.00651041666667
94 4C 7F,g minor
84 4C 7F,g minor,0.225260416667
87 37 7F,g minor
9A 39 7F,g minor,0.00520833333333
91 49 7F,g minor
81 49 7F,g minor,0.225260416667
8A 39 7F,g minor
9B 3A 7F,g minor,0.00651041666667
92 4A 7F,g minor
8B 3A 7F,g minor,0.225260416667
94 34 7F,g minor,0.00520833333333
82 4A 7F,g minor,0.0963541666667
94 4C 7F,g minor,0.01953125
84 4C 7F,g minor,0.109375
84 34 7F,g minor
95 35 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.109375
91 49 7F,g minor,0.00651041666667
81 49 7F,g minor,0.109375
85 35 7F,g minor
97 37 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.109375
94 4C 7F,g minor,0.00651041666667
84 4C 7F,g minor,0.109375
87 37 7F,g minor
9A 39 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.151041666667
94 4C 7F,g minor,0.00390625
84 4C 7F,g minor,0.0768229166667
95 4D 7F,g minor
85 4D 7F,g minor,0.0768229166667
94 4C 7F,g minor,0.00130208333333
84 4C 7F,g minor,0.0768229166667
95 4D 7F,g minor
85 4D 7F,g minor,0.0768229166667
9A 2D 7F,g minor
94 4C 7F,g minor
8A 39 7F,g minor,0.209635416667
84 4C 7F,g minor,0.0182291666667
92 4A 7F,g minor,0.00390625
8A 2D 7F,g minor,0.223958333333
82 4A 7F,g minor,0.00130208333333
92 32 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.455729166667
90 48 7F,g minor,0.00651041666667
80 48 7F,g minor,0.225260416667
9B 46 7F,g minor,0.00520833333333
8B 46 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00651041666667
82 32 7F,g minor,0.157552083333
8A 45 7F,g minor,0.0677083333333
92 32 7F,g minor,0.00520833333333
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
82 32 7F,g minor
94 34 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
84 34 7F,g minor
95 35 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
85 35 7F,g minor
97 37 7F,g minor,0.00520833333333
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
87 37 7F,g minor
9A 39 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
8A 39 7F,g minor
9B 3A 7F,g minor,0.00520833333333
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
8B 3A 7F,g minor
97 37 7F,g minor,0.00520833333333
95 41 7F,g minor
85 41 7F,g minor,0.225260416667
87 37 7F,g minor
90 3C 7F,g minor,0.00651041666667
94 40 7F,g minor
80 3C 7F,g minor,0.109375
9B 3A 7F,g minor,0.00651041666667
8B 3A 7F,g minor,0.109375
84 40 7F,g minor
90 3C 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
80 3C 7F,g minor
90 30 7F,g minor,0.0078125
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
9B 46 7F,g minor,0.00520833333333
80 30 7F,g minor,0.201822916667
8B 46 7F,g minor,0.0234375
95 35 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
97 43 7F,g minor,0.00651041666667
85 35 7F,g minor,0.223958333333
87 43 7F,g minor,0.00130208333333
93 33 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
83 33 7F,g minor
92 32 7F,g minor,0.00651041666667
9C 47 7F,g minor
8C 47 7F,g minor,0.225260416667
82 32 7F,g minor
93 33 7F,g minor,0.00520833333333
90 48 7F,g minor
80 48 7F,g minor,0.109375
9C 47 7F,g minor,0.00651041666667
8C 47 7F,g minor,0.109375
83 33 7F,g minor
95 35 7F,g minor,0.00651041666667
90 48 7F,g minor
85 35 7F,g minor,0.225260416667
97 37 7F,g minor,0.00651041666667
87 37 7F,g minor,0.225260416667
93 33 7F,g minor,0.00520833333333
83 33 7F,g minor,0.225260416667
95 35 7F,g minor,0.00651041666667
80 48 7F,g minor,0.123697916667
85 35 7F,g minor,0.1015625
93 33 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
83 33 7F,g minor
92 32 7F,g minor,0.00651041666667
9C 47 7F,g minor
8C 47 7F,g minor,0.225260416667
82 32 7F,g minor
90 30 7F,g minor,0.00520833333333
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
80 30 7F,g minor
9C 2F 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.109375
90 48 7F,g minor,0.0078125
8C 2F 7F,g minor,0.108072916667
80 48 7F,g minor,0.00130208333333
98 38 7F,g minor,0.00520833333333
92 4A 7F,g minor
88 38 7F,g minor,0.225260416667
97 37 7F,g minor,0.00651041666667
87 37 7F,g minor,0.225260416667
95 35 7F,g minor,0.00651041666667
85 35 7F,g minor,0.225260416667
93 33 7F,g minor,0.00520833333333
82 4A 7F,g minor,0.123697916667
83 33 7F,g minor,0.1015625
92 32 7F,g minor,0.00520833333333
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
82 32 7F,g minor
90 30 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
80 30 7F,g minor
92 32 7F,g minor,0.00520833333333
9C 47 7F,g minor
8C 47 7F,g minor,0.225260416667
82 32 7F,g minor
93 33 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
83 33 7F,g minor
95 35 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
85 35 7F,g minor
97 37 7F,g minor,0.00651041666667
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
87 37 7F,g minor
98 38 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
88 38 7F,g minor
9C 2F 7F,g minor,0.00520833333333
92 4A 7F,g minor
8C 2F 7F,g minor,0.109375
9A 2D 7F,g minor,0.00520833333333
8A 2D 7F,g minor,0.109375
82 4A 7F,g minor,0.00130208333333
9C 2F 7F,g minor,0.00651041666667
90 48 7F,g minor
8C 2F 7F,g minor,0.22265625
80 48 7F,g minor,0.00260416666667
97 2B 7F,g minor,0.00520833333333
9C 47 7F,g minor
8C 47 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00520833333333
8A 45 7F,g minor,0.225260416667
87 2B 7F,g minor
97 43 7F,g minor,0.00651041666667
87 43 7F,g minor,0.225260416667
95 4D 7F,g minor,0.00520833333333
85 4D 7F,g minor,0.225260416667
97 2B 7F,g minor,0.0078125
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
92 4A 7F,g minor,0.00520833333333
82 4A 7F,g minor,0.225260416667
87 2B 7F,g minor
98 2C 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
88 2C 7F,g minor
97 2B 7F,g minor,0.00520833333333
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
87 2B 7F,g minor
95 29 7F,g minor,0.00520833333333
98 44 7F,g minor
88 44 7F,g minor,0.225260416667
85 29 7F,g minor
97 2B 7F,g minor,0.00651041666667
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
87 2B 7F,g minor
98 2C 7F,g minor,0.00520833333333
95 41 7F,g minor
85 41 7F,g minor,0.225260416667
93 4B 7F,g minor,0.00651041666667
88 2C 7F,g minor,0.1875
83 4B 7F,g minor,0.0377604166667
9A 2D 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
90 48 7F,g minor,0.00520833333333
8A 2D 7F,g minor,0.188802083333
80 48 7F,g minor,0.0364583333333
9B 2E 7F,g minor,0.00651041666667
97 4F 7F,g minor
87 4F 7F,g minor,0.225260416667
8B 2E 7F,g minor
9A 2D 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
8A 2D 7F,g minor
97 2B 7F,g minor,0.00651041666667
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
87 2B 7F,g minor
9A 2D 7F,g minor,0.00520833333333
97 4F 7F,g minor
87 4F 7F,g minor,0.225260416667
8A 2D 7F,g minor
9B 2E 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
93 4B 7F,g minor,0.00651041666667
8B 2E 7F,g minor,0.1875
83 4B 7F,g minor,0.0377604166667
9C 2F 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
95 4D 7F,g minor,0.00651041666667
8C 2F 7F,g minor,0.1875
85 4D 7F,g minor,0.0377604166667
90 30 7F,g minor,0.00520833333333
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
80 30 7F,g minor
97 2B 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
87 2B 7F,g minor
9A 2D 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
8A 2D 7F,g minor
9C 2F 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
8C 2F 7F,g minor
90 30 7F,g minor,0.00651041666667
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
80 30 7F,g minor
92 32 7F,g minor,0.00520833333333
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
82 32 7F,g minor
93 33 7F,g minor,0.00651041666667
97 4F 7F,g minor
87 4F 7F,g minor,0.225260416667
83 33 7F,g minor
90 30 7F,g minor,0.00651041666667
98 50 7F,g minor
88 50 7F,g minor,0.225260416667
80 30 7F,g minor
92 32 7F,g minor,0.00520833333333
9C 47 7F,g minor
9A 45 7F,g minor,0.0963541666667
8C 47 7F,g minor,0.0130208333333
9C 47 7F,g minor,0.0833333333333
8A 45 7F,g minor,0.0130208333333
82 32 7F,g minor,0.01953125
90 30 7F,g minor,0.00651041666667
8C 47 7F,g minor,0.186197916667
80 30 7F,g minor,0.0390625
9C 2F 7F,g minor,0.00520833333333
92 4A 7F,g minor
8C 2F 7F,g minor,0.225260416667
9A 2D 7F,g minor,0.00651041666667
82 4A 7F,g minor,0.177083333333
8A 2D 7F,g minor,0.0481770833333
97 2B 7F,g minor,0.00520833333333
87 2B 7F,g minor,0.225260416667
95 35 7F,g minor,0.00520833333333
85 35 7F,g minor,0.225260416667
93 33 7F,g minor,0.00651041666667
95 41 7F,g minor
83 33 7F,g minor,0.225260416667
92 32 7F,g minor,0.00651041666667
85 41 7F,g minor,0.223958333333
82 32 7F,g minor,0.00130208333333
90 30 7F,g minor,0.00651041666667
93 3F 7F,g minor
80 30 7F,g minor,0.225260416667
9B 2E 7F,g minor,0.00520833333333
8B 2E 7F,g minor,0.225260416667
83 3F 7F,g minor
98 2C 7F,g minor,0.00520833333333
90 48 7F,g minor
88 2C 7F,g minor,0.225260416667
97 2B 7F,g minor,0.00651041666667
80 48 7F,g minor,0.223958333333
87 2B 7F,g minor,0.00130208333333
95 29 7F,g minor,0.00520833333333
92 3E 7F,g minor
85 29 7F,g minor,0.225260416667
93 27 7F,g minor,0.00651041666667
82 3E 7F,g minor,0.223958333333
83 27 7F,g minor,0.00130208333333
95 29 7F,g minor,0.00520833333333
90 48 7F,g minor
80 48 7F,g minor,0.109375
9C 47 7F,g minor,0.00651041666667
8C 47 7F,g minor,0.109375
85 29 7F,g minor
97 2B 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.109375
9C 47 7F,g minor,0.00651041666667
8C 47 7F,g minor,0.109375
87 2B 7F,g minor
90 24 7F,g minor,0.00651041666667
90 48 7F,g minor
80 24 7F,g minor,0.209635416667
80 48 7F,g minor,0.015625
92 32 7F,g minor,0.00520833333333
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
82 32 7F,g minor
93 33 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
83 33 7F,g minor
95 35 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
85 35 7F,g minor
97 37 7F,g minor,0.00520833333333
93 4B 7F,g minor
83 4B 7F,g minor,0.109375
92 4A 7F,g minor,0.0078125
87 37 7F,g minor,0.108072916667
82 4A 7F,g minor,0.00130208333333
98 38 7F,g minor,0.00520833333333
93 4B 7F,g minor
88 38 7F,g minor,0.225260416667
9B 3A 7F,g minor,0.00520833333333
8B 3A 7F,g minor,0.225260416667
97 37 7F,g minor,0.0078125
87 37 7F,g minor,0.225260416667
98 38 7F,g minor,0.00520833333333
83 4B 7F,g minor,0.123697916667
88 38 7F,g minor,0.1015625
97 37 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
87 37 7F,g minor
95 35 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
85 35 7F,g minor
93 33 7F,g minor,0.00520833333333
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
83 33 7F,g minor
92 32 7F,g minor,0.00651041666667
95 4D 7F,g minor
85 4D 7F,g minor,0.109375
93 4B 7F,g minor,0.00651041666667
83 4B 7F,g minor,0.109375
82 32 7F,g minor
90 3C 7F,g minor,0.00520833333333
95 4D 7F,g minor
80 3C 7F,g minor,0.225260416667
9B 3A 7F,g minor,0.00651041666667
8B 3A 7F,g minor,0.225260416667
98 38 7F,g minor,0.00651041666667
88 38 7F,g minor,0.225260416667
97 37 7F,g minor,0.00520833333333
87 37 7F,g minor,0.225260416667
95 35 7F,g minor,0.00651041666667
85 4D 7F,g minor,0.223958333333
85 35 7F,g minor,0.00130208333333
97 37 7F,g minor,0.00520833333333
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
87 37 7F,g minor
9A 39 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
8A 39 7F,g minor
9B 3A 7F,g minor,0.00520833333333
97 4F 7F,g minor
87 4F 7F,g minor,0.109375
95 4D 7F,g minor,0.00651041666667
85 4D 7F,g minor,0.109375
8B 3A 7F,g minor
90 3C 7F,g minor,0.00520833333333
97 4F 7F,g minor
80 3C 7F,g minor,0.225260416667
92 3E 7F,g minor,0.00651041666667
87 4F 7F,g minor,0.223958333333
82 3E 7F,g minor,0.00130208333333
9B 3A 7F,g minor,0.00651041666667
95 4D 7F,g minor
85 4D 7F,g minor,0.225260416667
8B 3A 7F,g minor
90 3C 7F,g minor,0.00651041666667
93 4B 7F,g minor
83 4B 7F,g minor,0.225260416667
80 3C 7F,g minor
9B 3A 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
8B 3A 7F,g minor
9A 39 7F,g minor,0.00520833333333
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
8A 39 7F,g minor
97 37 7F,g minor,0.00651041666667
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
87 37 7F,g minor
96 36 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
86 36 7F,g minor
93 3F 7F,g minor,0.00651041666667
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
83 3F 7F,g minor
92 3E 7F,g minor,0.00520833333333
96 42 7F,g minor
86 42 7F,g minor,0.225260416667
82 3E 7F,g minor
90 3C 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
80 3C 7F,g minor
9B 3A 7F,g minor,0.00651041666667
93 3F 7F,g minor
83 3F 7F,g minor,0.225260416667
92 3E 7F,g minor,0.00520833333333
82 3E 7F,g minor,0.225260416667
94 40 7F,g minor,0.00651041666667
84 40 7F,g minor,0.225260416667
96 42 7F,g minor,0.00520833333333
8B 3A 7F,g minor,0.220052083333
86 42 7F,g minor,0.00520833333333
97 43 7F,g minor,0.00651041666667
87 43 7F,g minor,0.225260416667
90 3C 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
80 3C 7F,g minor
92 3E 7F,g minor,0.00520833333333
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
82 3E 7F,g minor
93 3F 7F,g minor,0.0078125
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
83 3F 7F,g minor
96 36 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
86 36 7F,g minor
97 37 7F,g minor,0.00651041666667
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
87 37 7F,g minor
9A 39 7F,g minor,0.00520833333333
96 42 7F,g minor
86 42 7F,g minor,0.225260416667
8A 39 7F,g minor
97 37 7F,g minor,0.00520833333333
94 40 7F,g minor
84 40 7F,g minor,0.225260416667
87 37 7F,g minor
96 36 7F,g minor,0.00651041666667
92 3E 7F,g minor
82 3E 7F,g minor,0.225260416667
90 48 7F,g minor,0.00520833333333
86 36 7F,g minor,0.188802083333
80 48 7F,g minor,0.0364583333333
95 35 7F,g minor,0.00651041666667
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00651041666667
85 35 7F,g minor,0.1875
8A 45 7F,g minor,0.0377604166667
94 34 7F,g minor,0.00520833333333
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
84 34 7F,g minor
95 35 7F,g minor,0.00651041666667
95 41 7F,g minor
85 41 7F,g minor,0.225260416667
85 35 7F,g minor
97 37 7F,g minor,0.00520833333333
94 40 7F,g minor
84 40 7F,g minor,0.225260416667
87 37 7F,g minor
95 35 7F,g minor,0.00651041666667
92 3E 7F,g minor
82 3E 7F,g minor,0.225260416667
85 35 7F,g minor
94 34 7F,g minor,0.00520833333333
90 3C 7F,g minor
80 3C 7F,g minor,0.225260416667
9B 46 7F,g minor,0.00520833333333
84 34 7F,g minor,0.188802083333
8B 46 7F,g minor,0.0364583333333
93 33 7F,g minor,0.00651041666667
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
97 43 7F,g minor,0.00651041666667
83 33 7F,g minor,0.1875
87 43 7F,g minor,0.0377604166667
92 32 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
90 48 7F,g minor,0.00520833333333
82 32 7F,g minor,0.201822916667
80 48 7F,g minor,0.0234375
97 37 7F,g minor,0.00520833333333
9B 46 7F,g minor
87 37 7F,g minor,0.109375
96 36 7F,g minor,0.00651041666667
86 36 7F,g minor,0.109375
8B 46 7F,g minor
97 37 7F,g minor,0.00651041666667
92 4A 7F,g minor
82 4A 7F,g minor,0.225260416667
90 48 7F,g minor,0.00520833333333
80 48 7F,g minor,0.225260416667
9B 46 7F,g minor,0.00651041666667
8B 46 7F,g minor,0.225260416667
87 37 7F,g minor
96 36 7F,g minor,0.00520833333333
9A 45 7F,g minor
8A 45 7F,g minor,0.225260416667
90 48 7F,g minor,0.00651041666667
86 36 7F,g minor,0.1875
80 48 7F,g minor,0.0377604166667
92 32 7F,g minor,0.00651041666667
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00520833333333
8A 45 7F,g minor,0.225260416667
82 32 7F,g minor
9B 3A 7F,g minor,0.00651041666667
97 43 7F,g minor
8B 3A 7F,g minor,0.109375
9A 39 7F,g minor,0.00520833333333
8A 39 7F,g minor,0.109375
87 43 7F,g minor,0.00130208333333
9B 3A 7F,g minor,0.00520833333333
9B 46 7F,g minor
8B 46 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00651041666667
8A 45 7F,g minor,0.225260416667
97 43 7F,g minor,0.00520833333333
87 43 7F,g minor,0.225260416667
8B 3A 7F,g minor
9A 39 7F,g minor,0.00520833333333
96 42 7F,g minor
86 42 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00651041666667
8A 39 7F,g minor,0.200520833333
8A 45 7F,g minor,0.0247395833333
92 32 7F,g minor,0.00651041666667
97 43 7F,g minor
87 43 7F,g minor,0.225260416667
9A 45 7F,g minor,0.00651041666667
82 32 7F,g minor,0.223958333333
8A 45 7F,g minor,0.00130208333333
92 3E 7F,g minor,0.00520833333333
9B 46 7F,g minor
82 3E 7F,g minor,0.109375
90 3C 7F,g minor,0.00520833333333
80 3C 7F,g minor,0.109375
8B 46 7F,g minor,0.00130208333333
92 3E 7F,g minor,0.00520833333333
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
92 4A 7F,g minor,0.00651041666667
82 4A 7F,g minor,0.225260416667
94 4C 7F,g minor,0.00520833333333
82 3E 7F,g minor,0.194010416667
84 4C 7F,g minor,0.03125
90 3C 7F,g minor,0.00651041666667
96 4E 7F,g minor
86 4E 7F,g minor,0.225260416667
97 4F 7F,g minor,0.00520833333333
87 4F 7F,g minor,0.225260416667
9A 51 7F,g minor,0.00651041666667
80 3C 7F,g minor,0.213541666667
8A 51 7F,g minor,0.01171875
93 3F 7F,g minor,0.00651041666667
96 4E 7F,g minor
86 4E 7F,g minor,0.225260416667
83 3F 7F,g minor
92 3E 7F,g minor,0.00520833333333
97 4F 7F,g minor
87 4F 7F,g minor,0.225260416667
82 3E 7F,g minor
90 3C 7F,g minor,0.00651041666667
9A 51 7F,g minor
8A 51 7F,g minor,0.225260416667
80 3C 7F,g minor
9B 3A 7F,g minor,0.00520833333333
92 4A 7F,g minor
82 4A 7F,g minor,0.109375
90 48 7F,g minor,0.00651041666667
80 48 7F,g minor,0.109375
8B 3A 7F,g minor
9A 39 7F,g minor,0.00520833333333
92 4A 7F,g minor
8A 39 7F,g minor,0.225260416667
97 37 7F,g minor,0.00651041666667
87 37 7F,g minor,0.225260416667
9B 3A 7F,g minor,0.00520833333333
8B 3A 7F,g minor,0.225260416667
93 33 7F,g minor,0.0078125
83 33 7F,g minor,0.109375
92 32 7F,g minor,0.00520833333333
82 4A 7F,g minor,0.08984375
82 32 7F,g minor,0.01953125
93 33 7F,g minor,0.00651041666667
90 48 7F,g minor
80 48 7F,g minor,0.225260416667
93 4B 7F,g minor,0.00651041666667
83 4B 7F,g minor,0.225260416667
92 4A 7F,g minor,0.00520833333333
82 4A 7F,g minor,0.225260416667
90 48 7F,g minor,0.00520833333333
83 33 7F,g minor,0.196614583333
92 32 7F,g minor,0.03515625
